StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,Gender,Age,Residence,Edu,Income,EPP,EAP,EPI,EAI,Luck_fair,Talent_fair,Effort_fair,Luck_control,Talent_control,Effort_control,Redist_pref,Polpref,uid,Ex Ante Personal,Ex Ante Impersonal,Ex Post Personal,Ex Post Impersonal,Payment High worker,Payment Low worker,Redistribute
2017-11-22 16:00:18,2017-11-22 16:03:56,0,100,218,1,2017-11-22 16:03:56,R_3KNrA423mBOe7n5,anonymous,EN,1,0,42,49,6,3,2,,,,9,5,7,8,4,8,2,4,196546913,0,0,1,0,6,4,2
2017-11-22 16:01:24,2017-11-22 16:03:56,0,100,151,1,2017-11-22 16:03:56,R_O74KBtyQCaCj8FX,anonymous,EN,1,1,19,11,2,2,,,,1,10,10,5,10,10,10,2,3,196547175,0,1,0,0,7,3,1
2017-11-22 16:00:43,2017-11-22 16:04:00,0,100,196,1,2017-11-22 16:04:01,R_1K9hXNVOw1n8wo8,anonymous,EN,1,1,50,24,5,2,,3,,,3,2,1,8,7,8,4,4,196547035,1,0,0,0,5,5,3
2017-11-22 16:01:59,2017-11-22 16:04:02,0,100,122,1,2017-11-22 16:04:02,R_2D0JDP7efTHQxyI,anonymous,EN,1,0,65,31,2,1,,,,1,5,5,6,5,5,7,1,5,196547303,0,1,0,0,7,3,1
2017-11-22 15:59:56,2017-11-22 16:04:08,0,100,251,1,2017-11-22 16:04:08,R_2Yy3GQ08BN9amQN,anonymous,EN,1,1,65,36,5,1,,,3,,10,4,4,0,0,0,2,3,196546801,0,0,0,1,5,5,3
2017-11-22 16:01:03,2017-11-22 16:04:09,0,100,185,1,2017-11-22 16:04:09,R_C91WwOYOVQoufQJ,anonymous,EN,1,1,29,33,4,2,0,,,,7,4,1,0,3,1,2,1,196547105,0,0,1,0,8,2,0
2017-11-22 16:00:07,2017-11-22 16:04:10,0,100,242,1,2017-11-22 16:04:10,R_sKZgieE1otUSbPr,anonymous,EN,1,0,60,23,3,3,3,,,,9,3,5,3,6,9,4,2,196546845,0,0,1,0,5,5,3
2017-11-22 16:03:05,2017-11-22 16:04:11,0,100,65,1,2017-11-22 16:04:12,R_ekxfy82rb7cM7iV,anonymous,EN,1,1,52,14,3,2,,,,1,7,6,6,8,5,6,2,2,196547461,0,1,0,0,7,3,1
2017-11-22 16:01:36,2017-11-22 16:04:11,0,100,155,1,2017-11-22 16:04:12,R_3NWf26lTwy1811L,anonymous,EN,1,1,58,45,4,3,,,,0,7,2,2,2,6,8,2,2,196547217,0,1,0,0,8,2,0
2017-11-22 16:00:58,2017-11-22 16:04:12,0,100,194,1,2017-11-22 16:04:12,R_1hQGu42KmDylr4S,anonymous,EN,1,0,27,33,6,2,,,,3,10,0,0,0,3,10,1,1,196547083,0,1,0,0,5,5,3
2017-11-22 16:02:56,2017-11-22 16:04:14,0,100,77,1,2017-11-22 16:04:14,R_323EUUnw3DVoj35,anonymous,EN,1,1,27,50,5,3,0,,,,10,9,8,5,6,7,3,3,196547437,0,0,1,0,8,2,0
2017-11-22 16:03:06,2017-11-22 16:04:14,0,100,67,1,2017-11-22 16:04:15,R_123Xtk5ddCz227H,anonymous,EN,1,1,25,36,2,2,,,0,,9,6,5,9,9,5,2,3,196547471,0,0,0,1,8,2,0
2017-11-22 16:04:10,2017-11-22 16:04:15,0,100,5,1,2017-11-22 16:04:16,R_3Dkjl0vquIHYvxC,anonymous,EN,2,,,,,,,,,,,,,,,,,,196547753,,,,,,,
2017-11-22 16:00:59,2017-11-22 16:04:17,0,100,197,1,2017-11-22 16:04:17,R_2v8kiAZqHFPU0tV,anonymous,EN,1,1,31,48,4,1,,,,2,5,5,5,5,5,5,3,3,196547087,0,1,0,0,6,4,2
2017-11-22 16:01:48,2017-11-22 16:04:21,0,100,152,1,2017-11-22 16:04:22,R_6X8KMAuSXKL79Pr,anonymous,EN,1,0,53,33,2,1,,,6,,0,3,6,3,3,3,1,1,196547265,0,0,0,1,2,8,6
2017-11-22 15:59:57,2017-11-22 16:04:21,0,100,264,1,2017-11-22 16:04:22,R_3EmSTxvbFQhZRrT,anonymous,EN,1,1,21,43,3,3,,,,0,4,3,4,4,3,2,3,4,196546805,0,1,0,0,8,2,0
2017-11-22 16:00:39,2017-11-22 16:04:22,0,100,222,1,2017-11-22 16:04:23,R_z14asgIb1ktZDax,anonymous,EN,1,1,25,23,4,1,,,,0,10,3,1,0,9,10,3,2,196547011,0,1,0,0,8,2,0
2017-11-22 16:01:09,2017-11-22 16:04:24,0,100,194,1,2017-11-22 16:04:24,R_Ybilcq5srE7R0QN,anonymous,EN,1,1,28,10,5,5,,,,0,1,1,1,1,1,1,1,4,196547111,0,1,0,0,8,2,0
2017-11-22 15:59:59,2017-11-22 16:04:25,0,100,265,1,2017-11-22 16:04:25,R_xlt8fLNdyfTt3nb,anonymous,EN,1,1,48,26,5,1,,3,,,9,0,0,5,6,8,3,3,196546819,1,0,0,0,5,5,3
2017-11-22 16:01:08,2017-11-22 16:04:28,0,100,200,1,2017-11-22 16:04:29,R_3s7eNlwvjIyyKvb,anonymous,EN,1,0,45,1,5,4,3,,,,10,0,0,0,0,10,1,4,196547117,0,0,1,0,5,5,3
2017-11-22 16:00:42,2017-11-22 16:04:33,0,100,230,1,2017-11-22 16:04:34,R_XvtahfsGiqMFgNX,anonymous,EN,1,1,44,48,3,3,,,3,,8,1,4,1,10,10,5,5,196547025,0,0,0,1,5,5,3
2017-11-22 16:00:20,2017-11-22 16:04:33,0,100,253,1,2017-11-22 16:04:34,R_2QDJVGTIhmXM042,anonymous,EN,1,1,25,11,6,3,2,,,,10,10,0,0,6,4,1,4,196546919,0,0,1,0,6,4,2
2017-11-22 16:01:53,2017-11-22 16:04:33,0,100,160,1,2017-11-22 16:04:34,R_2uyWPBU9jrGBt2N,anonymous,EN,1,1,43,14,4,1,,3,,,6,4,1,1,8,10,2,2,196547287,1,0,0,0,5,5,3
2017-11-22 16:02:08,2017-11-22 16:04:35,0,100,146,1,2017-11-22 16:04:36,R_3Mhdl4Eld98X4tP,anonymous,EN,1,1,28,33,2,1,,0,,,2,1,4,3,6,7,1,1,196547329,1,0,0,0,8,2,0
2017-11-22 16:00:05,2017-11-22 16:04:35,0,100,269,1,2017-11-22 16:04:36,R_e3F13MuypiRDlwB,anonymous,EN,1,0,55,39,2,3,,,,3,10,0,0,0,10,10,2,4,196546849,0,1,0,0,5,5,3
2017-11-22 16:02:02,2017-11-22 16:04:37,0,100,155,1,2017-11-22 16:04:38,R_DkqFQGcGE0zsTcZ,anonymous,EN,1,1,21,39,2,1,,3,,,4,3,2,2,2,2,2,3,196547309,1,0,0,0,5,5,3
2017-11-22 16:00:58,2017-11-22 16:04:37,0,100,219,1,2017-11-22 16:04:38,R_3CZvAQUYDo955nT,anonymous,EN,1,1,53,31,2,4,,,,3,10,0,0,0,10,10,3,3,196547085,0,1,0,0,5,5,3
2017-11-22 16:02:28,2017-11-22 16:04:38,0,100,130,1,2017-11-22 16:04:39,R_2rwSeWvbSGt3YTp,anonymous,EN,1,1,36,36,2,1,6,,,,10,10,10,10,10,10,3,3,196547367,0,0,1,0,2,8,6
2017-11-22 15:59:52,2017-11-22 16:04:41,0,100,289,1,2017-11-22 16:04:42,R_1oBiLQpXovLhklQ,anonymous,EN,1,0,58,45,5,1,,,3,,10,8,7,8,8,6,2,4,196546777,0,0,0,1,5,5,3
2017-11-22 16:01:38,2017-11-22 16:04:43,0,100,184,1,2017-11-22 16:04:43,R_w4r43XVgyJkgINz,anonymous,EN,1,0,71,6,5,3,,0,,,10,0,0,0,10,10,5,5,196547225,1,0,0,0,8,2,0
2017-11-22 16:03:04,2017-11-22 16:04:48,0,100,103,1,2017-11-22 16:04:49,R_2tEuM14itvkiixi,anonymous,EN,1,1,46,28,5,5,,3,,,7,7,1,8,2,3,2,3,196547463,1,0,0,0,5,5,3
2017-11-22 16:00:48,2017-11-22 16:04:49,0,100,241,1,2017-11-22 16:04:50,R_1KfoWh8EbFT9oeu,anonymous,EN,1,1,21,5,3,1,,,2,,7,10,0,5,9,2,2,4,196547049,0,0,0,1,6,4,2
2017-11-22 16:01:11,2017-11-22 16:04:50,0,100,218,1,2017-11-22 16:04:50,R_vAKXI3CKyNBCQ01,anonymous,EN,1,1,43,11,7,5,,,3,,10,0,0,0,10,10,1,2,196547127,0,0,0,1,5,5,3
2017-11-22 16:01:42,2017-11-22 16:04:51,0,100,189,1,2017-11-22 16:04:52,R_1liVoiG41NW9xRi,anonymous,EN,1,1,18,10,1,3,3,,,,10,6,0,5,2,3,2,3,196547239,0,0,1,0,5,5,3
2017-11-22 16:01:14,2017-11-22 16:04:52,0,100,218,1,2017-11-22 16:04:53,R_3O9tnN9Y0ZC6FDc,anonymous,EN,1,1,20,11,3,3,,,3,,6,7,6,4,6,5,1,3,196547149,0,0,0,1,5,5,3
2017-11-22 16:01:41,2017-11-22 16:04:53,0,100,191,1,2017-11-22 16:04:54,R_3eyS25UjE5tup7m,anonymous,EN,1,0,44,16,5,2,,,3,,10,0,0,0,0,10,2,3,196547237,0,0,0,1,5,5,3
2017-11-22 16:01:50,2017-11-22 16:04:53,0,100,182,1,2017-11-22 16:04:53,R_2wQTCOQt0MJhXaD,anonymous,EN,1,1,25,10,6,3,,,3,,10,3,6,0,6,7,2,1,196547269,0,0,0,1,5,5,3
2017-11-22 16:00:21,2017-11-22 16:04:54,0,100,273,1,2017-11-22 16:04:55,R_RwccQnXSmSYi8lH,anonymous,EN,1,1,28,34,4,2,0,,,,10,10,10,10,10,10,3,3,196546925,0,0,1,0,8,2,0
2017-11-22 16:01:14,2017-11-22 16:04:58,0,100,224,1,2017-11-22 16:04:59,R_ZE7vAYQvUohFwPL,anonymous,EN,1,1,54,23,5,5,3,,,,7,1,1,2,3,9,5,4,196547137,0,0,1,0,5,5,3
2017-11-22 16:00:27,2017-11-22 16:05:00,0,100,272,1,2017-11-22 16:05:00,R_3L7KmVx1WaZFF0p,anonymous,EN,1,1,42,33,3,3,,,3,,10,0,0,4,7,7,1,3,196546947,0,0,0,1,5,5,3
2017-11-22 16:03:15,2017-11-22 16:05:02,0,100,107,1,2017-11-22 16:05:02,R_ZJOueOBL6b7komJ,anonymous,EN,1,1,34,10,4,3,,,,4,5,5,6,5,6,4,4,3,196547503,0,1,0,0,4,6,4
2017-11-22 16:00:21,2017-11-22 16:05:02,0,100,281,1,2017-11-22 16:05:03,R_2Sps4BhlRk0dDN6,anonymous,EN,1,1,50,33,5,4,,,0,,9,1,4,4,7,10,3,1,196546921,0,0,0,1,8,2,0
2017-11-22 16:03:43,2017-11-22 16:05:02,0,100,78,1,2017-11-22 16:05:02,R_2bUU9grr1QOiEYt,anonymous,EN,1,1,32,5,5,4,,,3,,5,4,5,4,6,8,1,4,196547625,0,0,0,1,5,5,3
2017-11-22 16:03:05,2017-11-22 16:05:03,0,100,117,1,2017-11-22 16:05:03,R_3fUxnljy7DRZz8w,anonymous,EN,1,1,18,23,2,2,2,,,,10,7,10,9,3,10,2,3,196547465,0,0,1,0,6,4,2
2017-11-22 16:00:56,2017-11-22 16:05:04,0,100,247,1,2017-11-22 16:05:05,R_1polp2ZvPg3i605,anonymous,EN,1,0,38,33,8,3,,,3,,7,1,2,2,1,2,4,4,196547061,0,0,0,1,5,5,3
2017-11-22 16:03:46,2017-11-22 16:05:06,0,100,79,1,2017-11-22 16:05:06,R_1EioFulOXp2WDXD,anonymous,EN,1,1,22,48,2,3,,,1,,6,6,3,2,3,2,3,2,196547641,0,0,0,1,7,3,1
2017-11-22 16:03:40,2017-11-22 16:05:07,0,100,86,1,2017-11-22 16:05:08,R_vwzIbcZ1qqPbH8t,anonymous,EN,1,1,37,10,5,5,,,0,,1,1,1,1,1,1,1,4,196547609,0,0,0,1,8,2,0
2017-11-22 16:00:23,2017-11-22 16:05:08,0,100,285,1,2017-11-22 16:05:09,R_RhinoBQYLZib5q9,anonymous,EN,1,0,36,26,2,1,,,3,,10,0,0,0,10,10,1,4,196546929,0,0,0,1,5,5,3
2017-11-22 16:02:48,2017-11-22 16:05:10,0,100,141,1,2017-11-22 16:05:11,R_OHCq3UBbthFGMb7,anonymous,EN,1,0,33,36,5,2,,,0,,7,2,1,2,8,10,4,3,196547421,0,0,0,1,8,2,0
2017-11-22 16:00:07,2017-11-22 16:05:11,0,100,304,1,2017-11-22 16:05:12,R_d07fNq0f0l5QhLr,anonymous,EN,1,1,84,31,3,3,3,,,,8,3,3,8,1,8,4,3,196546855,0,0,1,0,5,5,3
2017-11-22 16:00:56,2017-11-22 16:05:12,0,100,256,1,2017-11-22 16:05:13,R_3KU5MvzpoMLGog0,anonymous,EN,1,0,28,10,5,3,3,,,,9,5,1,7,4,4,3,4,196547077,0,0,1,0,5,5,3
2017-11-22 16:00:51,2017-11-22 16:05:12,0,100,261,1,2017-11-22 16:05:13,R_s7hAGziatj2MtTb,anonymous,EN,1,1,28,33,1,2,,,6,,4,4,5,5,5,5,3,3,196547055,0,0,0,1,2,8,6
2017-11-22 16:03:38,2017-11-22 16:05:16,0,100,98,1,2017-11-22 16:05:17,R_3CdQXuw64eD7cvD,anonymous,EN,1,1,29,11,6,2,,,2,,1,1,1,1,1,2,1,5,196547597,0,0,0,1,6,4,2
2017-11-22 16:00:27,2017-11-22 16:05:17,0,100,289,1,2017-11-22 16:05:18,R_2xDn9iZ66gmVeV0,anonymous,EN,1,1,49,8,2,2,6,,,,4,5,5,6,5,6,2,4,196546945,0,0,1,0,2,8,6
2017-11-22 16:02:31,2017-11-22 16:05:18,0,100,167,1,2017-11-22 16:05:19,R_DHVywIEAINca87L,anonymous,EN,1,1,28,22,6,5,,,,3,10,6,0,0,3,10,2,1,196547377,0,1,0,0,5,5,3
2017-11-22 16:03:10,2017-11-22 16:05:22,0,100,132,1,2017-11-22 16:05:23,R_1gzlICP2cRxt5C3,anonymous,EN,1,1,45,39,5,3,,,4,,7,3,2,1,4,9,4,3,196547489,0,0,0,1,4,6,4
2017-11-22 16:01:55,2017-11-22 16:05:21,0,100,206,1,2017-11-22 16:05:22,R_1gANDpJE0ju21CY,anonymous,EN,1,1,38,10,8,4,,,0,,9,9,0,2,10,10,3,3,196547289,0,0,0,1,8,2,0
2017-11-22 16:03:34,2017-11-22 16:05:23,0,100,108,1,2017-11-22 16:05:24,R_2X7LCe01VDECRMU,anonymous,EN,1,1,25,5,6,3,,,1,,8,5,2,0,3,5,2,2,196547581,0,0,0,1,7,3,1
2017-11-22 16:00:10,2017-11-22 16:05:24,0,100,314,1,2017-11-22 16:05:25,R_2czS3E4XOOONwY0,anonymous,EN,1,1,60,25,2,1,0,,,,9,1,0,10,4,10,3,5,196546869,0,0,1,0,8,2,0
2017-11-22 16:05:24,2017-11-22 16:05:29,0,100,4,1,2017-11-22 16:05:30,R_3D22Bvlp8dvST8p,anonymous,EN,2,,,,,,,,,,,,,,,,,,196547975,,,,,,,
2017-11-22 16:00:30,2017-11-22 16:05:30,0,100,300,1,2017-11-22 16:05:31,R_24dFjJljTwncuC1,anonymous,EN,1,1,40,3,3,2,,,,3,10,8,4,4,10,10,2,3,196546961,0,1,0,0,5,5,3
2017-11-22 16:01:56,2017-11-22 16:05:34,0,100,217,1,2017-11-22 16:05:34,R_1KcAlmprfbG4FZG,anonymous,EN,1,1,30,23,2,3,,,,3,8,1,1,1,7,9,2,3,196547293,0,1,0,0,5,5,3
2017-11-22 16:01:18,2017-11-22 16:05:35,0,100,256,1,2017-11-22 16:05:35,R_27llNaqzBBjU5md,anonymous,EN,1,1,22,33,5,2,,,3,,8,2,2,2,4,10,2,1,196547161,0,0,0,1,5,5,3
2017-11-22 16:01:23,2017-11-22 16:05:36,0,100,253,1,2017-11-22 16:05:37,R_2tyZfLpBXM4AUzh,anonymous,EN,1,1,54,39,4,4,,,,3,5,2,1,1,2,10,4,4,196547181,0,1,0,0,5,5,3
2017-11-22 16:00:56,2017-11-22 16:05:36,0,100,280,1,2017-11-22 16:05:37,R_3e8L9DFUpSsX6hJ,anonymous,EN,1,0,24,2,2,5,,,,1,9,7,10,9,10,9,1,5,196547067,0,1,0,0,7,3,1
2017-11-22 16:00:57,2017-11-22 16:05:39,0,100,282,1,2017-11-22 16:05:40,R_2QFpvYU5kFg4jJv,anonymous,EN,1,1,55,10,4,2,,0,,,7,3,0,0,10,10,2,1,196547079,1,0,0,0,8,2,0
2017-11-22 16:03:46,2017-11-22 16:05:41,0,100,115,1,2017-11-22 16:05:42,R_3kjqRqAb7h4dep9,anonymous,EN,1,1,37,1,2,2,3,,,,2,5,2,7,4,5,1,3,196547633,0,0,1,0,5,5,3
2017-11-22 16:00:31,2017-11-22 16:05:44,0,100,312,1,2017-11-22 16:05:45,R_11XtovETgtgr73e,anonymous,EN,1,1,55,36,2,3,,,3,,7,1,1,1,5,10,5,4,196546967,0,0,0,1,5,5,3
2017-11-22 16:01:58,2017-11-22 16:05:48,0,100,229,1,2017-11-22 16:05:48,R_DDopeguDXUkRbCp,anonymous,EN,1,0,71,23,2,3,3,,,,5,2,1,2,8,9,2,4,196547299,0,0,1,0,5,5,3
2017-11-22 16:03:48,2017-11-22 16:05:48,0,100,119,1,2017-11-22 16:05:48,R_33a2W6OofHMAicG,anonymous,EN,1,1,41,1,7,5,6,,,,8,8,5,5,6,5,2,3,196547647,0,0,1,0,2,8,6
2017-11-22 16:03:02,2017-11-22 16:05:50,0,100,167,1,2017-11-22 16:05:50,R_2EoenTen4D4BpEN,anonymous,EN,1,0,55,14,5,3,,,3,,9,3,1,3,2,1,4,3,196547451,0,0,0,1,5,5,3
2017-11-22 16:03:51,2017-11-22 16:05:51,0,100,119,1,2017-11-22 16:05:51,R_31XGLsRehG8LewS,anonymous,EN,1,1,28,21,5,3,3,,,,10,1,6,2,5,5,2,3,196547665,0,0,1,0,5,5,3
2017-11-22 16:00:11,2017-11-22 16:05:52,0,100,340,1,2017-11-22 16:05:53,R_2P1DPHSouWIiii1,anonymous,EN,1,1,56,36,5,4,3,,,,10,10,10,5,5,5,1,3,196546881,0,0,1,0,5,5,3
2017-11-22 16:03:59,2017-11-22 16:05:56,0,100,116,1,2017-11-22 16:05:56,R_1Opk3BmmQTAbscF,anonymous,EN,1,0,39,22,3,2,,2,,,2,4,4,3,7,3,1,4,196547699,1,0,0,0,6,4,2
2017-11-22 16:02:26,2017-11-22 16:05:56,0,100,210,1,2017-11-22 16:05:57,R_3GllCtrbAGjZcvd,anonymous,EN,1,0,37,22,3,3,,0,,,0,0,0,0,10,10,5,4,196547359,1,0,0,0,8,2,0
2017-11-22 16:00:12,2017-11-22 16:05:57,0,100,345,1,2017-11-22 16:05:58,R_1hTfySXFIIgwOMF,anonymous,EN,1,1,71,34,3,2,,,3,,9,1,1,1,9,9,1,3,196546889,0,0,0,1,5,5,3
2017-11-22 16:03:48,2017-11-22 16:06:00,0,100,132,1,2017-11-22 16:06:01,R_1l9y6chQv2DnCtu,anonymous,EN,1,1,18,45,2,1,,,,1,4,3,5,4,6,3,1,3,196547645,0,1,0,0,7,3,1
2017-11-22 16:00:50,2017-11-22 16:06:02,0,100,312,1,2017-11-22 16:06:03,R_2eRTA4mHWyKF1ve,anonymous,EN,1,0,71,47,5,3,,3,,,8,1,5,3,7,9,5,3,196547053,1,0,0,0,5,5,3
2017-11-22 16:03:58,2017-11-22 16:06:03,0,100,125,1,2017-11-22 16:06:05,R_3ML0mZpXpe5aV20,anonymous,EN,1,0,49,23,3,5,5,,,,2,4,1,4,4,3,2,3,196547695,0,0,1,0,3,7,5
2017-11-22 16:03:10,2017-11-22 16:06:08,0,100,178,1,2017-11-22 16:06:09,R_sAJOIswQYY8ECwV,anonymous,EN,1,1,27,44,4,2,1,,,,10,5,0,3,2,10,2,3,196547481,0,0,1,0,7,3,1
2017-11-22 16:00:15,2017-11-22 16:06:10,0,100,355,1,2017-11-22 16:06:11,R_UbcvdohidvmwO3f,anonymous,EN,1,0,47,45,3,3,,,0,,10,0,0,0,10,10,4,2,196546895,0,0,0,1,8,2,0
2017-11-22 16:03:28,2017-11-22 16:06:13,0,100,165,1,2017-11-22 16:06:14,R_2qBCsh3KBgvwrJf,anonymous,EN,1,1,28,31,3,1,,2,,,10,10,4,0,0,0,2,3,196547563,1,0,0,0,6,4,2
2017-11-22 16:03:04,2017-11-22 16:06:14,0,100,190,1,2017-11-22 16:06:15,R_enT8W6s2BUXZMiJ,anonymous,EN,1,0,24,45,3,2,2,,,,10,4,0,0,5,10,1,3,196547459,0,0,1,0,6,4,2
2017-11-22 16:04:10,2017-11-22 16:06:15,0,100,124,1,2017-11-22 16:06:15,R_1dGhhq3KkJevZM0,anonymous,EN,1,1,25,51,2,2,3,,,,10,2,1,0,9,10,2,1,196547749,0,0,1,0,5,5,3
2017-11-22 16:04:43,2017-11-22 16:06:15,0,100,92,1,2017-11-22 16:06:16,R_1K7n13q1HMZJ3Yb,anonymous,EN,1,0,27,22,2,2,,,,2,9,8,9,8,6,7,1,1,196547859,0,1,0,0,6,4,2
2017-11-22 16:03:11,2017-11-22 16:06:19,0,100,188,1,2017-11-22 16:06:20,R_3Rt52vLJPPvYLE4,anonymous,EN,1,1,39,23,2,2,,,0,,9,1,1,5,8,1,3,3,196547491,0,0,0,1,8,2,0
2017-11-22 16:01:41,2017-11-22 16:06:20,0,100,279,1,2017-11-22 16:06:21,R_2R2foWfI1umvKbm,anonymous,EN,1,1,34,4,3,3,,5,,,10,1,1,2,2,4,2,4,196547233,1,0,0,0,3,7,5
2017-11-22 16:03:09,2017-11-22 16:06:23,0,100,193,1,2017-11-22 16:06:23,R_12MxHqSHhEHJZDY,anonymous,EN,1,1,33,11,6,3,,,,3,7,6,4,4,6,5,3,4,196547479,0,1,0,0,5,5,3
2017-11-22 16:02:47,2017-11-22 16:06:25,0,100,217,1,2017-11-22 16:06:26,R_1FLqIOoNqGeMcD9,anonymous,EN,1,1,63,14,3,2,,,,0,10,5,5,5,3,7,3,2,196547417,0,1,0,0,8,2,0
2017-11-22 16:03:25,2017-11-22 16:06:24,0,100,178,1,2017-11-22 16:06:25,R_R5dG8KQqX5zwMy5,anonymous,EN,1,1,47,5,5,1,,3,,,9,1,1,5,5,7,2,2,196547543,1,0,0,0,5,5,3
2017-11-22 16:03:37,2017-11-22 16:06:26,0,100,168,1,2017-11-22 16:06:26,R_3KxpxUN0A9uqdxS,anonymous,EN,1,1,59,13,4,1,,0,,,9,1,1,1,9,9,1,3,196547595,1,0,0,0,8,2,0
2017-11-22 16:03:21,2017-11-22 16:06:27,0,100,185,1,2017-11-22 16:06:27,R_2XnEk0CAOEyhtoJ,anonymous,EN,1,0,73,6,5,2,,0,,,8,2,3,7,8,9,5,4,196547529,1,0,0,0,8,2,0
2017-11-22 16:03:32,2017-11-22 16:06:29,0,100,176,1,2017-11-22 16:06:29,R_33jxm0xIoZYDQnL,anonymous,EN,1,1,62,30,6,4,,,3,,10,1,1,2,7,8,2,2,196547573,0,0,0,1,5,5,3
2017-11-22 16:03:44,2017-11-22 16:06:30,0,100,165,1,2017-11-22 16:06:31,R_DGpKlErwafhQvYZ,anonymous,EN,1,0,60,39,3,3,,,3,,4,4,4,3,6,3,4,3,196547631,0,0,0,1,5,5,3
2017-11-22 16:05:43,2017-11-22 16:06:33,0,100,49,1,2017-11-22 16:06:34,R_2OSYlACCMsFp5nU,anonymous,EN,1,1,69,10,3,2,2,,,,8,3,4,6,6,7,3,2,196548041,0,0,1,0,6,4,2
2017-11-22 16:05:29,2017-11-22 16:06:34,0,100,64,1,2017-11-22 16:06:35,R_A7FiObw8gLd5LUZ,anonymous,EN,1,1,30,20,5,5,,,5,,6,2,7,6,5,5,2,2,196547985,0,0,0,1,3,7,5
2017-11-22 16:02:59,2017-11-22 16:06:34,0,100,214,1,2017-11-22 16:06:34,R_1gApAhBBy5XBz0C,anonymous,EN,1,0,21,34,3,1,,3,,,9,2,0,3,10,10,2,3,196547443,1,0,0,0,5,5,3
2017-11-22 16:03:51,2017-11-22 16:06:33,0,100,162,1,2017-11-22 16:06:34,R_3JygVcGeNqODzvE,anonymous,EN,1,1,35,7,3,3,,0,,,5,2,1,8,3,10,4,5,196547661,1,0,0,0,8,2,0
2017-11-22 16:01:09,2017-11-22 16:06:39,0,100,329,1,2017-11-22 16:06:40,R_3ham8AFqilfO2wu,anonymous,EN,1,1,22,39,3,2,5,,,,2,7,8,10,7,8,1,3,196547121,0,0,1,0,3,7,5
2017-11-22 16:05:20,2017-11-22 16:06:41,0,100,81,1,2017-11-22 16:06:42,R_2UWVVHyEqimCQtG,anonymous,EN,1,0,38,33,2,2,,0,,,5,7,7,5,7,3,2,2,196547961,1,0,0,0,8,2,0
2017-11-22 16:04:26,2017-11-22 16:06:42,0,100,136,1,2017-11-22 16:06:43,R_1F4Uy4omur8wlCv,anonymous,EN,1,1,28,16,4,2,,,,0,10,6,0,5,10,10,4,4,196547809,0,1,0,0,8,2,0
2017-11-22 16:01:13,2017-11-22 16:06:44,0,100,331,1,2017-11-22 16:06:45,R_3LjuXEPtxYPscPB,anonymous,EN,1,1,28,10,5,2,,3,,,10,0,0,0,10,10,2,3,196547139,1,0,0,0,5,5,3
2017-11-22 16:03:32,2017-11-22 16:06:48,0,100,195,1,2017-11-22 16:06:48,R_1kGKccvW9vnLZ7U,anonymous,EN,1,1,54,26,6,5,,,3,,9,1,1,1,9,9,4,3,196547571,0,0,0,1,5,5,3
2017-11-22 16:05:22,2017-11-22 16:06:49,0,100,87,1,2017-11-22 16:06:49,R_eLhwNyFXE5Smjip,anonymous,EN,1,1,29,48,6,2,,0,,,4,9,9,9,4,6,2,4,196547965,1,0,0,0,8,2,0
2017-11-22 16:00:08,2017-11-22 16:06:50,0,100,401,1,2017-11-22 16:06:51,R_2TvM3P8XsAfwa2T,anonymous,EN,1,0,62,26,3,1,2,,,,9,2,2,1,3,9,2,3,196546863,0,0,1,0,6,4,2
2017-11-22 16:03:10,2017-11-22 16:06:52,0,100,222,1,2017-11-22 16:06:52,R_1GIHQktLIRhlwhD,anonymous,EN,1,0,20,10,8,2,3,,,,6,5,4,4,7,6,1,3,196547485,0,0,1,0,5,5,3
2017-11-22 16:03:53,2017-11-22 16:06:53,0,100,180,1,2017-11-22 16:06:54,R_2afRlKtamGUnLie,anonymous,EN,1,1,29,26,5,4,,3,,,10,0,0,0,5,5,2,3,196547671,1,0,0,0,5,5,3
2017-11-22 16:03:51,2017-11-22 16:06:55,0,100,183,1,2017-11-22 16:06:55,R_PwyLTmC2KLpxpUR,anonymous,EN,1,1,68,51,3,3,,,,3,10,0,0,3,10,10,3,2,196547667,0,1,0,0,5,5,3
2017-11-22 15:59:44,2017-11-22 16:06:55,0,100,430,1,2017-11-22 16:06:55,R_3hFkgB7v7BTVvTV,anonymous,EN,1,1,35,51,3,1,3,,,,10,5,0,0,5,10,2,3,196546749,0,0,1,0,5,5,3
2017-11-22 16:03:26,2017-11-22 16:06:57,0,100,211,1,2017-11-22 16:06:58,R_z8zIlif9Is0vPep,anonymous,EN,1,1,44,23,3,1,,,3,,5,5,3,5,5,3,1,3,196547549,0,0,0,1,5,5,3
2017-11-22 16:03:23,2017-11-22 16:06:59,0,100,216,1,2017-11-22 16:07:00,R_b47aC1tiS9blaw1,anonymous,EN,1,0,46,15,2,3,,,3,,3,0,0,0,3,3,5,4,196547539,0,0,0,1,5,5,3
2017-11-22 16:03:47,2017-11-22 16:07:00,0,100,193,1,2017-11-22 16:07:01,R_24r8xJ8Mojsnrxk,anonymous,EN,1,0,61,51,6,4,,,,0,0,0,0,7,7,10,5,5,196547643,0,1,0,0,8,2,0
